isodate,cdoc,dir_location
1931-04-09,ctdm634545317869595788xfv,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545317869595788xfv/
1934-01-23,ctdm6345454632006352703de,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345454632006352703de/
1930-11-21,ctdm634545284727346612vcm,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545284727346612vcm/
1933-09-25,ctdm634545448199053372035,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545448199053372035/
1933-06-02,ctdm634545425233376602gul,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545425233376602gul/
1934-02-24,ctdm63454545899347176851h,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm63454545899347176851h/
1931-03-30,ctdm634545343718928208r5d,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545343718928208r5d/
1926-03-22,ctdm634544459314050194tsw,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544459314050194tsw/
1933-04-18,ctdm634545409307735784kdm,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545409307735784kdm/
1933-04-24,ctdm634545410516795882zqq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545410516795882zqq/
1926-06-12,ctdm634544453234275724nux,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544453234275724nux/
1933-03-27,ctdm634545430116991860qx2,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545430116991860qx2/
1930-10-08,ctdm634545288625650598bnm,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545288625650598bnm/
1933-03-17,ctdm634545428493697106sdv,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545428493697106sdv/
1929-12-05,ctdm634544621569360546pjy,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544621569360546pjy/
1928-06-05,ctdm634544579183633478x2h,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544579183633478x2h/
1933-10-17,ctdm634545444728480654y2h,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545444728480654y2h/
1925-11-18,ctdm6345444199218750404yv,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345444199218750404yv/
1927-12-02,ctdm634544470859835332vld,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544470859835332vld/
1907-04-15,ctdm634544390626716011ysw,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544390626716011ysw/
1928-01-14,ctdm634544573900188414y3k,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544573900188414y3k/
1933-03-10,ctdm634545427199399360yuy,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545427199399360yuy/
1932-10-07,ctdm634545361905368728xb1,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545361905368728xb1/
1934-02-08,ctdm634545455332471816o0y,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545455332471816o0y/
1926-02-27,ctdm634544443289343072koh,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544443289343072koh/
1928-05-10,ctdm634544591500742319jpp,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544591500742319jpp/
1929-05-24,ctdm634545259847367820q5g,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545259847367820q5g/
1927-10-18,ctdm634544487505494032uzs,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544487505494032uzs/
1932-10-19,ctdm634545403043403446xkw,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545403043403446xkw/
1907-05-13,ctdm634544409354857019ukf,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544409354857019ukf/
1906-11-02,ctdm634544379668453433pnq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544379668453433pnq/
1906-12-06,ctdm634544377602583091wph,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544377602583091wph/
1931-02-11,ctdm6345453247962875445sx,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345453247962875445sx/
1934-03-12,ctdm634545467139995520tt3,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545467139995520tt3/
1933-05-22,ctdm634545434760090070ewi,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545434760090070ewi/
1932-11-18,ctdm634545358190870628tnc,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545358190870628tnc/
1926-02-23,ctdm634544442255240864vd4,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544442255240864vd4/
1927-11-12,ctdm634544478348413898ff5,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544478348413898ff5/
1929-03-23,ctdm634545251713041802qz2,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545251713041802qz2/
1928-02-27,ctdm634544570567072146hzp,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544570567072146hzp/
1931-01-07,ctdm634545329808550320euc,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545329808550320euc/
1933-05-09,ctdm634545432377811094d2i,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545432377811094d2i/
1907-02-22,ctdm634544395698336535vrv,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544395698336535vrv/
1906-11-06,ctdm6345443801820669053ha,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345443801820669053ha/
1906-12-10,ctdm634544378147145017dih,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544378147145017dih/
1933-10-12,ctdm634545443902286820lvp,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545443902286820lvp/
1933-01-26,ctdm634545423965808398tto,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545423965808398tto/
1927-11-10,ctdm634544477767297834rij,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544477767297834rij/
1928-05-12,ctdm6345445921497339840pi,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345445921497339840pi/
1925-12-12,ctdm634544414549451015acw,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544414549451015acw/
1907-05-28,ctdm6345444116599455312tc,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345444116599455312tc/
1929-03-18,ctdm634545249864220810igp,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545249864220810igp/
1933-02-09,ctdm634545416244545116prd,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545416244545116prd/
1933-05-01,ctdm634545430783277210x1s,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545430783277210x1s/
1906-10-18,ctdm634544385930109887mbd,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544385930109887mbd/
1928-04-24,ctdm634544556248280138h0g,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544556248280138h0g/
1928-04-25,ctdm634544556487635032gnk,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544556487635032gnk/
1926-01-22,ctdm634544448664402982td3,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544448664402982td3/
1934-05-19,ctdm634545473482612114z2f,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545473482612114z2f/
1906-10-15,ctdm634544385427590591bgg,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544385427590591bgg/
1928-06-09,ctdm634544580180302608ayz,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544580180302608ayz/
1906-10-17,ctdm634544385761353407ccq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544385761353407ccq/
1926-05-01,ctdm634544462723878392e3r,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544462723878392e3r/
1927-10-31,ctdm6345445509630771942vb,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345445509630771942vb/
1931-03-14,ctdm6345453399307847023rj,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345453399307847023rj/
1926-05-14,ctdm634544465507110264rqz,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544465507110264rqz/
1928-06-06,ctdm63454457942640647250t,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm63454457942640647250t/
1933-01-06,ctdm634545420225059290yij,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545420225059290yij/
1925-10-31,ctdm634544432010011465fe4,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544432010011465fe4/
1929-10-23,ctdm634545273041976036nd0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545273041976036nd0/
1932-11-21,ctdm634545358590417220vrq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545358590417220vrq/
1925-11-17,ctdm6345444196799491224lo,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345444196799491224lo/
1933-05-02,ctdm634545431018120212efh,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545431018120212efh/
1931-04-27,ctdm63454532249147248045n,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm63454532249147248045n/
1928-05-05,ctdm634544590460058744nmq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544590460058744nmq/
1933-11-21,ctdm634545440248914114sbr,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545440248914114sbr/
1928-12-10,ctdm634544560347412148rls,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544560347412148rls/
1932-10-29,ctdm634545405497384394hwj,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545405497384394hwj/
1934-03-02,ctdm634545465462186954rz5,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545465462186954rz5/
1934-03-22,ctdm634545469069161394tam,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545469069161394tam/
1926-01-06,ctdm634544443798581376xqw,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544443798581376xqw/
1933-11-22,ctdm634545440469078818hj0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545440469078818hj0/
1925-10-16,ctdm6345444279399110914k3,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345444279399110914k3/
1927-12-10,ctdm634544473002261348xg3,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544473002261348xg3/
1925-11-25,ctdm634544421556892952aqv,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544421556892952aqv/
1929-02-20,ctdm63454523545283049203o,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm63454523545283049203o/
1933-12-06,ctdm6345454126350608144l1,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345454126350608144l1/
1929-04-02,ctdm634544615009167238ode,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544615009167238ode/
1931-01-23,ctdm634545334045890762ytg,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545334045890762ytg/
1929-05-06,ctdm634545255298247828r0m,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545255298247828r0m/
1927-11-19,ctdm634544479963007146dwt,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544479963007146dwt/
1930-10-25,ctdm634545292606604242zgu,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545292606604242zgu/
1926-02-15,ctdm634544440367346106ay0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544440367346106ay0/
1929-04-26,ctdm634544619541538540ni5,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544619541538540ni5/
1925-10-06,ctdm6345444245224589451p0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345444245224589451p0/
1928-11-05,ctdm6345445984649284483is,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345445984649284483is/
1929-04-22,ctdm6345446181524031684gm,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345446181524031684gm/
1932-12-06,ctdm6345453527925578720gr,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345453527925578720gr/
1930-12-06,ctdm634545276866253742sv2,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545276866253742sv2/
1927-10-13,ctdm634544486117315728cs5,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544486117315728cs5/
1933-01-17,ctdm634545422011573202f0k,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545422011573202f0k/
1907-01-24,ctdm6345443991328531812uh,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345443991328531812uh/
1928-12-01,ctdm634544558197319822eim,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544558197319822eim/
1933-02-07,ctdm634545415736527562lu2,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545415736527562lu2/
1929-01-29,ctdm634545242954343268skf,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545242954343268skf/
1907-04-25,ctdm634544392180056907430,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544392180056907430/
1928-05-21,ctdm6345445942134468381gp,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345445942134468381gp/
1907-01-10,ctdm6345443969865109995gg,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345443969865109995gg/
1934-03-07,ctdm634545466224989682mow,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545466224989682mow/
1929-06-07,ctdm6345452450847943212sx,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345452450847943212sx/
1907-02-27,ctdm634544396441958839j5y,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544396441958839j5y/
1929-02-08,ctdm634545232875251048bcl,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545232875251048bcl/
1928-01-09,ctdm634544572898587454og2,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544572898587454og2/
1931-03-28,ctdm634545343408652622ae3,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545343408652622ae3/
1929-01-28,ctdm634545242736553048rup,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545242736553048rup/
1931-03-03,ctdm634545336741150506ru3,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545336741150506ru3/
1934-01-22,ctdm6345454629877169384o3,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345454629877169384o3/
1933-05-08,ctdm634545432139950398ha1,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545432139950398ha1/
1931-02-26,ctdm634545328495990154tbq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545328495990154tbq/
1933-12-02,ctdm6345454119869109264s0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345454119869109264s0/
1928-01-21,ctdm634544575939358512f5p,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544575939358512f5p/
1928-03-31,ctdm634544588992334264upx,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544588992334264upx/
1934-01-06,ctdm6345454602311169480bc,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345454602311169480bc/
1928-10-25,ctdm634544610982235266fql,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544610982235266fql/
1933-11-28,ctdm634545441374885084wsx,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545441374885084wsx/
1934-04-23,ctdm634545452296954866hg4,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545452296954866hg4/
1927-10-26,ctdm634544489700734576hji,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544489700734576hji/
1928-01-14,ctdm634544574084424004qcq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544574084424004qcq/
1929-10-24,ctdm6345452732749634985h0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345452732749634985h0/
1934-02-23,ctdm634545458763863342e4i,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545458763863342e4i/
1906-11-26,ctdm634544383160472287l42,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544383160472287l42/
1929-02-22,ctdm634545236224324960ghb,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545236224324960ghb/
1929-10-30,ctdm634545275007998794l2q,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545275007998794l2q/
1906-11-05,ctdm634544380005653881wf1,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544380005653881wf1/
1906-10-27,ctdm634544387269692575zok,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544387269692575zok/
1906-12-01,ctdm634544376899743603gu5,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544376899743603gu5/
1925-11-06,ctdm634544416850164359flr,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544416850164359flr/
1927-11-22,ctdm634544480565530282fgc,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544480565530282fgc/
1907-04-26,ctdm634544392349907179lhk,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544392349907179lhk/
1926-04-16,ctdm634544434571343425h10,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544434571343425h10/
1933-04-14,ctdm634545408743837178gjq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545408743837178gjq/
1907-01-19,ctdm634544398395471351d1t,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544398395471351d1t/
1907-04-03,ctdm634544388914306507ze1,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544388914306507ze1/
1926-01-14,ctdm634544446098513440jgl,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544446098513440jgl/
1926-05-17,ctdm634544466221522462wbg,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544466221522462wbg/
1928-05-07,ctdm634544590755029184dh1,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544590755029184dh1/
1927-09-29,ctdm634544551265051680zms,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544551265051680zms/
1929-06-06,ctdm634545244802175691jd4,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545244802175691jd4/
1932-11-17,ctdm6345453579890757702rp,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345453579890757702rp/
1928-12-15,ctdm634544562373144230kgt,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544562373144230kgt/
1930-11-12,ctdm634545282626562820gek,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545282626562820gek/
1907-04-16,ctdm634544390799535147cla,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544390799535147cla/
1934-05-28,ctdm634545475048111680x2x,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545475048111680x2x/
1907-05-17,ctdm634544410046602331epy,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544410046602331epy/
1928-02-20,ctdm634544567730664404zgu,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544567730664404zgu/
1929-05-15,ctdm634545257634030878hik,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545257634030878hik/
1925-10-01,ctdm634544422891557299hnh,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544422891557299hnh/
1926-05-05,ctdm634544463211709624zpr,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544463211709624zpr/
1933-11-03,ctdm634545436999189720svc,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545436999189720svc/
1906-11-24,ctdm6345443829935908791u1,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345443829935908791u1/
1931-02-17,ctdm6345453262503179864o4,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345453262503179864o4/
1933-10-11,ctdm634545443709994280ae4,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545443709994280ae4/
1928-06-04,ctdm634544578939747160ifs,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544578939747160ifs/
1931-03-17,ctdm6345453405147622044o0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345453405147622044o0/
1933-11-02,ctdm634545436732870900cqe,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545436732870900cqe/
1934-05-08,ctdm634545471061366798dw1,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545471061366798dw1/
1926-05-29,ctdm6345444699493218544gt,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345444699493218544gt/
1929-06-01,ctdm634545243761441521jx2,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545243761441521jx2/
1928-10-17,ctdm634544608691688328a0l,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544608691688328a0l/
1934-02-16,ctdm6345454571619072982xz,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345454571619072982xz/
1933-09-30,ctdm634545449033665498v5w,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545449033665498v5w/
1927-11-21,ctdm634544480316458218nwf,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544480316458218nwf/
1931-02-23,ctdm6345453276411038121n0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345453276411038121n0/
1932-12-14,ctdm634545354543670034frs,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545354543670034frs/
1906-11-08,ctdm634544380524580057tkz,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544380524580057tkz/
1928-11-21,ctdm634544602556618766nu5,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544602556618766nu5/
1928-06-02,ctdm634544578483665194wd4,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544578483665194wd4/
1907-02-19,ctdm634544395187691927kaq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544395187691927kaq/
1928-04-28,ctdm6345445576355404381m1,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345445576355404381m1/
1933-02-10,ctdm634545416651455272h3p,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545416651455272h3p/
1930-09-27,ctdm6345453166754093084xc,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345453166754093084xc/
1928-10-30,ctdm634544612304346580b1o,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544612304346580b1o/
1926-06-01,ctdm63454445067838656601g,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm63454445067838656601g/
1927-12-10,ctdm634544472824442020mhn,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544472824442020mhn/
1931-01-14,ctdm634545331497052656fxp,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545331497052656fxp/
1933-02-02,ctdm634545414927248440w45,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545414927248440w45/
1929-01-26,ctdm634545242444620438zbo,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545242444620438zbo/
1925-10-17,ctdm634544428239760598jdl,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544428239760598jdl/
1928-05-05,ctdm63454459025524908032a,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm63454459025524908032a/
1928-10-27,ctdm634544611682760212ned,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544611682760212ned/
1925-11-28,ctdm634544422238051392coe,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544422238051392coe/
1925-10-31,ctdm634544431827505625ozg,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544431827505625ozg/
1934-04-14,ctdm634545450536203662mba,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545450536203662mba/
1931-04-10,ctdm6345453181843637342n0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345453181843637342n0/
1931-04-14,ctdm63454531917065160613x,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm63454531917065160613x/
1934-04-19,ctdm6345454515222376182i0,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345454515222376182i0/
1934-02-17,ctdm634545457386163956wuv,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545457386163956wuv/
1928-10-01,ctdm634544604861863534mca,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544604861863534mca/
1906-11-16,ctdm634544381702906553tpy,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634544381702906553tpy/
1929-10-12,ctdm6345452707791450060lq,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm6345452707791450060lq/
1933-02-22,ctdm634545418705508754evs,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545418705508754evs/
1929-06-01,ctdm634545243602643091ayr,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545243602643091ayr/
1930-11-14,ctdm634545283321003548o5s,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545283321003548o5s/
1930-11-18,ctdm634545283994515738lof,Oct-31-2011/Batch 4_a_V6.1/YDN/import/cdoc/ctdm634545283994515738lof/
